ModelName,Label,InferenceTime,Recognition,Accuracy
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013271570205688477
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013963699340820312
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.01391458511352539
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013924598693847656
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013947010040283203
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013788700103759766
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013758182525634766
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013823270797729492
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.014226436614990234
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013772726058959961
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013689756393432617
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013562202453613281
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013646364212036133
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013763189315795898
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013807296752929688
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013833045959472656
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013822317123413086
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.014206647872924805
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013979196548461914
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013981103897094727
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.01381993293762207
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_224_quant,label,0.013611316680908203
,,,cleaver,1
,,,bucket,1
,,,breakwater,1
,,,bra,1
,,,bow tie,1
mobilenet_v1_1.0_128_quant,label,0.012376546859741211
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.01258707046508789
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012026786804199219
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.011987924575805664
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012017488479614258
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.011981487274169922
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.011975765228271484
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012555122375488281
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012558221817016602
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.01258397102355957
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012554645538330078
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012558460235595703
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012588977813720703
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012586593627929688
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012475728988647461
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012583732604980469
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012609720230102539
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012586832046508789
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012598037719726562
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012641191482543945
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.01258540153503418
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012591123580932617
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012634038925170898
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012537717819213867
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012610435485839844
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012630224227905273
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012708187103271484
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012003898620605469
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012002706527709961
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012017965316772461
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012044906616210938
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012002229690551758
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.01252126693725586
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012578010559082031
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012487649917602539
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012717008590698242
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012588262557983398
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012537240982055664
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012698888778686523
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_1.0_128_quant,label,0.012568235397338867
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008783340454101562
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008793830871582031
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008825540542602539
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008715629577636719
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008806467056274414
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008933782577514648
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008862972259521484
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008882999420166016
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008783102035522461
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008777379989624023
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008382320404052734
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008388042449951172
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008338212966918945
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008435487747192383
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008379936218261719
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008343219757080078
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008875131607055664
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008703470230102539
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.009110450744628906
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008901596069335938
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.00891566276550293
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008983373641967773
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008988618850708008
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.009052753448486328
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008905410766601562
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008998870849609375
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.009055614471435547
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008910179138183594
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.009032964706420898
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.009184837341308594
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008902549743652344
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.00899648666381836
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008882761001586914
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.009008646011352539
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008975744247436523
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008960247039794922
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.00881505012512207
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008965730667114258
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.0088348388671875
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.75_128_quant,label,0.008954524993896484
,,,toilet paper,0
,,,starfish,0
,,,zebra,0
,,,common sorrel,0
,,,guinea pig,0
mobilenet_v1_0.5_128_quant,label,0.00705409049987793
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.00693202018737793
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006985187530517578
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.007101297378540039
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006743431091308594
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.00704193115234375
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.007157802581787109
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.007131099700927734
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.0070302486419677734
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.007214784622192383
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.00704193115234375
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.007030963897705078
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.007589101791381836
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006801605224609375
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006792306900024414
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006898641586303711
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006791353225708008
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006787300109863281
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006772756576538086
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.0068013668060302734
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006776094436645508
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006853580474853516
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006783246994018555
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006754159927368164
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.0067462921142578125
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006772041320800781
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006803274154663086
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006796836853027344
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006960153579711914
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.00677180290222168
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.0067517757415771484
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.0067636966705322266
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006764411926269531
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.0068471431732177734
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006787538528442383
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006753444671630859
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.0067331790924072266
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.0067827701568603516
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.006763935089111328
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.5_128_quant,label,0.0069119930267333984
,,,computer keyboard,135
,,,notebook computer,57
,,,altar,24
,,,strainer,18
,,,cup,4
mobilenet_v1_0.25_192_quant,label,0.003725290298461914
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003322601318359375
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003347158432006836
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003339052200317383
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003371000289916992
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003334522247314453
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003359079360961914
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003317117691040039
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0033271312713623047
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003319978713989258
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0033643245697021484
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0033512115478515625
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0033330917358398438
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0033190250396728516
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0034050941467285156
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003344297409057617
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0039768218994140625
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003808259963989258
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0038149356842041016
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0037755966186523438
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0038313865661621094
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003864765167236328
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003890514373779297
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0038366317749023438
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003816366195678711
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003762960433959961
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0037794113159179688
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003846883773803711
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0038766860961914062
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003826141357421875
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003864288330078125
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0037679672241210938
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003822803497314453
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0038628578186035156
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003858327865600586
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003854513168334961
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0038042068481445312
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.0038280487060546875
,,,nematode,16
,,,window screen,14
,,,ocarina,8
,,,match,8
,,,knot,7
mobilenet_v1_0.25_192_quant,label,0.003815889358520508
,,,nematode,16
