ModelName,Label,InferenceTime,Recognition,Accuracy
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.015245914459228516
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.015250682830810547
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.015228986740112305
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.015231847763061523
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.01521158218383789
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.015183210372924805
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.015168428421020508
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.015170812606811523
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.015172004699707031
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.015242576599121094
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.014592409133911133
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.014601945877075195
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.014594554901123047
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.014589309692382812
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.015164375305175781
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.015158414840698242
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_1.0_160_quant,label,0.015210390090942383
,,,safety pin,39
,,,Papillon,22
,,,bow,21
,,,weighing scale,18
,,,oscilloscope,18
mobilenet_v2_0.5_128_quant,label,0.009911537170410156
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009933948516845703
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009937286376953125
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009903192520141602
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009905099868774414
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009997844696044922
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009855508804321289
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009862661361694336
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009898185729980469
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.010061264038085938
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009888172149658203
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009896993637084961
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009907722473144531
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009907960891723633
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.00993967056274414
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009921789169311523
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009987115859985352
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009913206100463867
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009912967681884766
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.00990152359008789
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.01008749008178711
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009898900985717773
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009898900985717773
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009879827499389648
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009904623031616211
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009917020797729492
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009916067123413086
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009952783584594727
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.00988912582397461
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009894609451293945
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009923934936523438
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.010077238082885742
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.010322809219360352
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.010418415069580078
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.010182619094848633
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009937047958374023
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.010155677795410156
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009958982467651367
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009918928146362305
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_128_quant,label,0.009906530380249023
,,,honeycomb,56
,,,window screen,21
,,,fire screen sheet,18
,,,space heater,13
,,,radiator,12
mobilenet_v2_0.5_96_quant,label,0.005856752395629883
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005834341049194336
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.00591731071472168
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.00582122802734375
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.0054683685302734375
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005451202392578125
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005475759506225586
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005462169647216797
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005468130111694336
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005480766296386719
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005486488342285156
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005449771881103516
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005484342575073242
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005976438522338867
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.0059719085693359375
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.00546574592590332
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.0054819583892822266
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005461692810058594
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005528688430786133
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005461454391479492
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005496501922607422
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005472421646118164
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.0055043697357177734
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.0054779052734375
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.006142139434814453
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.006148576736450195
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.0061762332916259766
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.006003141403198242
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.006010770797729492
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.0062448978424072266
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.00600123405456543
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.006098031997680664
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.0061304569244384766
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.0061223506927490234
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.006184577941894531
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.005957126617431641
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.00600886344909668
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.0061419010162353516
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.006129741668701172
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.5_96_quant,label,0.006151437759399414
,,,Bedlington Terrier,1
,,,Cocker Spaniels,1
,,,Kuvasz,1
,,,pulled rickshaw,1
,,,joystick,1
mobilenet_v2_0.75_160_quant,label,0.013482332229614258
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013410806655883789
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013446331024169922
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013403654098510742
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013442039489746094
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013565301895141602
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013405323028564453
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013544797897338867
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013401508331298828
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013244152069091797
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.01339411735534668
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013398885726928711
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013276100158691406
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013250112533569336
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013394594192504883
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.012882709503173828
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.012885093688964844
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.012872695922851562
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.01286625862121582
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013541460037231445
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013396978378295898
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013625621795654297
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013211250305175781
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013431072235107422
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013373613357543945
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.01324462890625
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013193130493164062
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013581514358520508
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013419628143310547
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.01341390609741211
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013405561447143555
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013473749160766602
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013303041458129883
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013562917709350586
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013599634170532227
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013427019119262695
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.01340174674987793
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013460874557495117
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013404130935668945
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_0.75_160_quant,label,0.013447284698486328
,,,honeycomb,89
,,,window screen,71
,,,strainer,14
,,,chain-link fence,12
,,,shower curtain,10
mobilenet_v2_1.0_128_quant,label,0.015015363693237305
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.015014171600341797
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014985084533691406
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.01503610610961914
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.01494741439819336
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014862775802612305
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014864921569824219
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014843225479125977
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014996528625488281
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.015031576156616211
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.015012025833129883
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014992952346801758
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.015000581741333008
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.01506185531616211
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.015028953552246094
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014879941940307617
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014885663986206055
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014887332916259766
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.015017509460449219
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.01505422592163086
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.015018463134765625
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.01502227783203125
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014999628067016602
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.015372037887573242
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014617681503295898
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014726400375366211
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014597892761230469
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.014647245407104492
,,,yellow garden spider,25
,,,salt shaker,25
,,,picket fence,14
,,,box turtle,12
,,,loupe,10
mobilenet_v2_1.0_128_quant,label,0.015150070190429688
,,,yellow garden spider,25
,,,salt shaker,25
