ModelName,Label,InferenceTime,Recognition,Accuracy
,,,jack-o'-lantern,3.413654
mobilenet_v2_1.0_128_quant,label,0.06858830063069489
,,,nematode,5.3643136
,,,digital clock,4.226429
,,,barn spider,3.8200414
,,,match,3.413654
,,,red wine,3.3323765
mobilenet_v2_1.0_128_quant,label,0.07308723039037156
,,,nematode,5.283036
,,,digital clock,4.063874
,,,barn spider,3.8200414
,,,match,3.413654
,,,jack-o'-lantern,3.251099
mobilenet_v2_1.0_128_quant,label,0.0721105314357043
,,,nematode,5.526869
,,,digital clock,4.3889837
,,,barn spider,3.8200414
,,,jack-o'-lantern,3.4949315
,,,match,3.413654
mobilenet_v2_1.0_128_quant,label,0.07155587460045766
,,,nematode,5.283036
,,,digital clock,4.226429
,,,barn spider,3.8200414
,,,match,3.4949315
,,,jack-o'-lantern,3.3323765
mobilenet_v2_1.0_128_quant,label,0.07291003305372992
,,,nematode,5.283036
,,,digital clock,4.1451516
,,,barn spider,3.738764
,,,match,3.4949315
,,,red wine,3.3323765
mobilenet_v2_1.0_128_quant,label,0.07468516677667253
,,,nematode,5.283036
,,,digital clock,4.226429
,,,barn spider,3.901319
,,,match,3.4949315
,,,red wine,3.3323765
mobilenet_v2_1.0_128_quant,label,0.07251256073903622
,,,nematode,5.445591
,,,digital clock,4.3889837
,,,barn spider,3.9825964
,,,match,3.413654
,,,jack-o'-lantern,3.251099
mobilenet_v2_1.0_128_quant,label,0.07298187016648347
,,,nematode,5.3643136
,,,digital clock,4.226429
,,,barn spider,3.8200414
,,,tennis ball,3.3323765
,,,match,3.3323765
mobilenet_v2_1.0_128_quant,label,0.07181056178790843
,,,nematode,5.283036
,,,digital clock,4.3077064
,,,barn spider,3.901319
,,,match,3.4949315
,,,red wine,3.413654
mobilenet_v2_1.0_128_quant,label,0.0726704963552082
,,,nematode,5.3643136
,,,digital clock,4.3889837
,,,barn spider,3.9825964
,,,match,3.413654
,,,jack-o'-lantern,3.3323765
mobilenet_v2_1.0_128_quant,label,0.07312014317406741
,,,nematode,5.201759
,,,digital clock,4.226429
,,,barn spider,3.901319
,,,match,3.6574864
,,,red wine,3.3323765
mobilenet_v2_1.0_128_quant,label,0.07320672608100912
,,,nematode,5.3643136
,,,digital clock,4.1451516
,,,barn spider,3.8200414
,,,match,3.413654
,,,jack-o'-lantern,3.3323765
mobilenet_v2_1.0_128_quant,label,0.07148186002289608
,,,nematode,5.283036
,,,digital clock,4.063874
,,,barn spider,3.8200414
,,,match,3.413654
,,,red wine,3.3323765
mobilenet_v2_1.0_128_quant,label,0.07197592970260247
,,,nematode,5.445591
,,,digital clock,4.226429
,,,barn spider,3.901319
,,,match,3.4949315
,,,red wine,3.3323765
mobilenet_v2_1.0_128_quant,label,0.07247916538839226
,,,nematode,5.526869
,,,digital clock,4.3889837
,,,barn spider,3.8200414
,,,match,3.4949315
,,,jack-o'-lantern,3.413654
mobilenet_v2_1.0_128_quant,label,0.07109819509688406
,,,nematode,5.3643136
,,,digital clock,4.3077064
,,,barn spider,3.901319
,,,match,3.413654
,,,red wine,3.3323765
mobilenet_v2_1.0_128_quant,label,0.07352957008042403
,,,nematode,5.445591
,,,digital clock,4.470261
,,,barn spider,3.901319
,,,match,3.576209
,,,red wine,3.3323765
mobilenet_v2_1.0_128_quant,label,0.07307763690651349
,,,nematode,5.526869
,,,digital clock,4.3889837
,,,barn spider,3.8200414
,,,match,3.4949315
,,,jack-o'-lantern,3.413654
mobilenet_v2_0.5_160,label,0.029229990339415694
,,,nematode,5.63341
,,,digital clock,5.017957
,,,spotlight,4.840504
,,,match,4.686308
,,,front curtain,4.2217317
mobilenet_v2_0.5_160,label,0.03032945181592119
,,,nematode,5.6331787
,,,digital clock,5.0180454
,,,spotlight,4.845951
,,,match,4.6852345
,,,front curtain,4.237632
mobilenet_v2_0.5_160,label,0.030127163358882082
,,,nematode,5.6196795
,,,digital clock,5.014915
,,,spotlight,4.843178
,,,match,4.684837
,,,front curtain,4.2246976
mobilenet_v2_0.5_160,label,0.029583811285397825
,,,nematode,5.628701
,,,digital clock,5.0101495
,,,spotlight,4.8282285
,,,match,4.681155
,,,front curtain,4.2282376
mobilenet_v2_0.5_160,label,0.032044335970764476
,,,nematode,5.6171246
,,,digital clock,5.0109873
,,,spotlight,4.831202
,,,match,4.672314
,,,front curtain,4.235969
mobilenet_v2_0.5_160,label,0.03207717738783713
,,,nematode,5.624269
,,,digital clock,5.0182953
,,,spotlight,4.8499575
,,,match,4.689555
,,,front curtain,4.2452316
mobilenet_v2_0.5_160,label,0.03191165943423626
,,,nematode,5.6278806
,,,digital clock,5.0097494
,,,spotlight,4.841476
,,,match,4.6826935
,,,front curtain,4.2333517
mobilenet_v2_0.5_160,label,0.03148493236338551
,,,nematode,5.620913
,,,digital clock,5.0033517
,,,spotlight,4.8367352
,,,match,4.677052
,,,front curtain,4.2284403
mobilenet_v2_0.5_160,label,0.03160764181779092
,,,nematode,5.6117253
,,,digital clock,5.010402
,,,spotlight,4.855972
,,,match,4.692795
,,,front curtain,4.237618
mobilenet_v2_0.5_160,label,0.032598937449503276
,,,nematode,5.61449
,,,digital clock,5.011911
,,,spotlight,4.840996
,,,match,4.6784887
,,,front curtain,4.24121
mobilenet_v2_0.5_160,label,0.031217803752944133
,,,nematode,5.633654
,,,digital clock,5.020534
,,,spotlight,4.8587737
,,,match,4.6849823
,,,front curtain,4.242522
mobilenet_v2_0.5_160,label,0.03181941211200582
,,,nematode,5.6329584
,,,digital clock,5.0134916
,,,spotlight,4.8460894
,,,match,4.685048
,,,front curtain,4.232425
mobilenet_v2_0.5_160,label,0.031752674119742384
,,,nematode,5.6439157
,,,digital clock,5.0267496
,,,spotlight,4.8377523
,,,match,4.681998
,,,front curtain,4.2268867
mobilenet_v2_0.5_160,label,0.03216952637671608
,,,nematode,5.6162705
,,,digital clock,5.007318
,,,spotlight,4.8373766
,,,match,4.6764617
,,,front curtain,4.2238336
mobilenet_v2_0.5_160,label,0.03221051564969819
,,,nematode,5.6357465
,,,digital clock,5.019436
,,,spotlight,4.8584995
,,,match,4.6846995
,,,front curtain,4.234259
mobilenet_v2_0.5_160,label,0.03255571617148231
,,,nematode,5.644247
,,,digital clock,5.024154
,,,spotlight,4.848615
,,,match,4.697712
,,,front curtain,4.2469835
mobilenet_v2_0.5_160,label,0.031026522560725966
,,,nematode,5.612573
,,,digital clock,5.015121
,,,spotlight,4.8421807
,,,match,4.6788683
,,,front curtain,4.230767
mobilenet_v2_0.5_160,label,0.030609905179901642
,,,nematode,5.6248355
,,,digital clock,5.0088506
,,,spotlight,4.8425245
,,,match,4.6689796
,,,front curtain,4.2320085
mobilenet_v2_0.5_160,label,0.032117412910421334
,,,nematode,5.621477
,,,digital clock,5.012971
,,,spotlight,4.852605
,,,match,4.691201
,,,front curtain,4.229605
mobilenet_v2_0.5_160,label,0.03228358344270606
,,,nematode,5.631512
,,,digital clock,5.013395
,,,spotlight,4.8466587
,,,match,4.6847897
,,,front curtain,4.236748
mobilenet_v2_0.5_160,label,0.03078220373687459
,,,nematode,5.6150255
,,,digital clock,5.002952
,,,spotlight,4.830511
,,,match,4.677774
,,,front curtain,4.2448306
mobilenet_v2_0.5_160,label,0.031543369477101124
,,,nematode,5.632907
,,,digital clock,5.0178285
,,,spotlight,4.8574724
,,,match,4.691632
,,,front curtain,4.2333455
mobilenet_v2_0.5_160,label,0.030740877381396105
,,,nematode,5.631768
,,,digital clock,5.0160213
,,,spotlight,4.841289
,,,match,4.6821885
,,,front curtain,4.229948
mobilenet_v2_0.5_160,label,0.031134219315454976
,,,nematode,5.62575
,,,digital clock,5.0226016
,,,spotlight,4.852865
,,,match,4.688777
,,,front curtain,4.245824
mobilenet_v2_0.5_160,label,0.03213198705871989
,,,nematode,5.6237392
,,,digital clock,5.0159945
,,,spotlight,4.835661
,,,match,4.67806
,,,front curtain,4.22475
mobilenet_v2_0.5_160,label,0.03207874462521645
,,,nematode,5.629607
,,,digital clock,5.014453
,,,spotlight,4.8364763
,,,match,4.676256
,,,front curtain,4.2413173
mobilenet_v2_0.5_160,label,0.03053210715055013
,,,nematode,5.6162205
,,,digital clock,5.0141134
,,,spotlight,4.8410735
,,,match,4.675439
,,,front curtain,4.2231126
mobilenet_v2_0.5_160,label,0.03210784523394197
,,,nematode,5.6309357
,,,digital clock,5.0233817
,,,spotlight,4.8569837
,,,match,4.6888165
,,,front curtain,4.234246
mobilenet_v2_0.5_160,label,0.03077110024830944
,,,nematode,5.629956
,,,digital clock,5.02119
,,,spotlight,4.8636007
,,,match,4.6910086
,,,front curtain,4.2279053
mobilenet_v2_0.5_160,label,0.03089460947500494
,,,nematode,5.6351986
,,,digital clock,5.0237036
,,,spotlight,4.8423557
,,,match,4.6913095
,,,front curtain,4.2380137
mobilenet_v2_0.5_160,label,0.03241776491524052
,,,nematode,5.6336107
,,,digital clock,5.015899
,,,spotlight,4.8470106
,,,match,4.685657
,,,front curtain,4.2375336
mobilenet_v2_0.5_160,label,0.031078735981379637
,,,nematode,5.6340737
,,,digital clock,5.0127354
,,,spotlight,4.848157
,,,match,4.6853666
,,,front curtain,4.230229
mobilenet_v2_0.5_160_quant,label,0.0487205931603409
,,,digital clock,4.899744
,,,nematode,4.7466273
,,,spotlight,4.363835
,,,velvet,3.6748083
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04854375804701281
,,,digital clock,4.7466273
,,,nematode,4.59351
,,,spotlight,4.2872763
,,,velvet,3.5982497
,,,speaker,3.521691
mobilenet_v2_0.5_160_quant,label,0.047285279300271675
,,,digital clock,4.899744
,,,nematode,4.6700687
,,,spotlight,4.363835
,,,velvet,3.7513666
,,,match,3.521691
mobilenet_v2_0.5_160_quant,label,0.04657423092167679
,,,digital clock,4.9763026
,,,nematode,4.7466273
,,,spotlight,4.363835
,,,velvet,3.7513666
,,,speaker,3.6748083
mobilenet_v2_0.5_160_quant,label,0.04553581637774629
,,,digital clock,4.823186
,,,nematode,4.6700687
,,,spotlight,4.2872763
,,,velvet,3.6748083
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.046865884634385686
,,,digital clock,4.7466273
,,,nematode,4.59351
,,,spotlight,4.2872763
,,,velvet,3.6748083
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.047326177734940085
,,,digital clock,4.823186
,,,nematode,4.59351
,,,spotlight,4.2872763
,,,velvet,3.7513666
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.049710058954292174
,,,digital clock,4.899744
,,,nematode,4.6700687
,,,spotlight,4.363835
,,,velvet,3.8279252
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04788322664919924
,,,digital clock,4.7466273
,,,nematode,4.59351
,,,spotlight,4.2872763
,,,velvet,3.7513666
,,,match,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04774999034943316
,,,digital clock,4.899744
,,,nematode,4.6700687
,,,spotlight,4.2107177
,,,velvet,3.7513666
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04759281494730074
,,,digital clock,4.823186
,,,nematode,4.6700687
,,,spotlight,4.363835
,,,velvet,3.6748083
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.047126542238412575
,,,digital clock,4.899744
,,,nematode,4.6700687
,,,spotlight,4.363835
,,,velvet,3.7513666
,,,traffic light,3.521691
mobilenet_v2_0.5_160_quant,label,0.046896190866020954
,,,digital clock,4.899744
,,,nematode,4.7466273
,,,spotlight,4.363835
,,,velvet,3.7513666
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.046088214682997945
,,,digital clock,4.899744
,,,nematode,4.59351
,,,spotlight,4.363835
,,,velvet,3.7513666
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04542232891908564
,,,digital clock,4.823186
,,,nematode,4.6700687
,,,spotlight,4.2872763
,,,velvet,3.6748083
,,,speaker,3.521691
mobilenet_v2_0.5_160_quant,label,0.04645106081290843
,,,digital clock,4.823186
,,,nematode,4.59351
,,,spotlight,4.2872763
,,,velvet,3.7513666
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04771152812943329
,,,digital clock,4.899744
,,,nematode,4.7466273
,,,spotlight,4.363835
,,,velvet,3.7513666
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04551290078371456
,,,digital clock,4.899744
,,,nematode,4.6700687
,,,spotlight,4.363835
,,,velvet,3.6748083
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04649042153978638
,,,digital clock,4.9763026
,,,nematode,4.7466273
,,,spotlight,4.440393
,,,velvet,3.7513666
,,,match,3.5982497
mobilenet_v2_0.5_160_quant,label,0.047613431878988775
,,,digital clock,4.823186
,,,nematode,4.6700687
,,,spotlight,4.2872763
,,,velvet,3.7513666
,,,speaker,3.521691
mobilenet_v2_0.5_160_quant,label,0.04656066280668712
,,,digital clock,4.899744
,,,nematode,4.6700687
,,,spotlight,4.363835
,,,velvet,3.7513666
,,,front curtain,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04864274109598269
,,,digital clock,4.823186
,,,nematode,4.59351
,,,spotlight,4.2872763
,,,velvet,3.6748083
,,,speaker,3.4451327
mobilenet_v2_0.5_160_quant,label,0.04729542259942617
,,,digital clock,4.899744
,,,nematode,4.7466273
,,,spotlight,4.2872763
,,,velvet,3.7513666
,,,speaker,3.6748083
mobilenet_v2_0.5_160_quant,label,0.04867292411566213
,,,digital clock,4.823186
,,,nematode,4.6700687
,,,spotlight,4.2872763
,,,velvet,3.6748083
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.048139932362452564
,,,digital clock,4.899744
,,,nematode,4.6700687
,,,spotlight,4.2872763
,,,velvet,3.7513666
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04969772044397413
,,,digital clock,4.823186
,,,nematode,4.7466273
,,,spotlight,4.2872763
,,,velvet,3.6748083
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04929079048889813
,,,digital clock,4.823186
,,,nematode,4.6700687
,,,spotlight,4.2872763
,,,velvet,3.7513666
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04704295471033168
,,,digital clock,4.899744
,,,nematode,4.59351
,,,spotlight,4.2872763
,,,velvet,3.7513666
,,,speaker,3.521691
mobilenet_v2_0.5_160_quant,label,0.04895908765726755
,,,digital clock,4.7466273
,,,nematode,4.6700687
,,,spotlight,4.363835
,,,speaker,3.5982497
,,,velvet,3.5982497
mobilenet_v2_0.5_160_quant,label,0.049036988300476515
,,,digital clock,4.899744
,,,nematode,4.7466273
,,,spotlight,4.2872763
,,,velvet,3.7513666
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04750955296987559
,,,digital clock,4.823186
,,,nematode,4.6700687
,,,spotlight,4.2872763
,,,velvet,3.7513666
,,,speaker,3.5982497
mobilenet_v2_0.5_160_quant,label,0.04776766963004989
,,,digital clock,4.9763026
,,,nematode,4.7466273
,,,spotlight,4.2872763
,,,velvet,3.8279252
,,,speaker,3.6748083
mobilenet_v2_0.75_192_quant,label,0.10773531935295672
,,,nematode,4.335602
,,,spotlight,4.171994
,,,match,3.9265828
,,,candle,3.7629752
,,,digital clock,3.6811714
mobilenet_v2_0.75_192_quant,label,0.10668972649554384
,,,nematode,4.335602
,,,spotlight,4.253798
,,,match,4.0083866
,,,digital clock,3.844779
,,,candle,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10837784090904179
,,,nematode,4.171994
,,,spotlight,3.9265828
,,,match,3.844779
,,,front curtain,3.6811714
,,,candle,3.6811714
mobilenet_v2_0.75_192_quant,label,0.10759101326530437
,,,nematode,4.253798
,,,spotlight,4.0901904
,,,match,3.844779
,,,candle,3.7629752
,,,front curtain,3.6811714
mobilenet_v2_0.75_192_quant,label,0.10550389107009102
,,,nematode,4.335602
,,,spotlight,4.253798
,,,match,3.9265828
,,,candle,3.6811714
,,,digital clock,3.6811714
mobilenet_v2_0.75_192_quant,label,0.11119822786371608
,,,nematode,4.4174056
,,,spotlight,4.171994
,,,match,4.0083866
,,,front curtain,3.844779
,,,candle,3.844779
mobilenet_v2_0.75_192_quant,label,0.10916113136344427
,,,nematode,4.335602
,,,spotlight,4.0901904
,,,match,3.7629752
,,,front curtain,3.6811714
,,,digital clock,3.6811714
mobilenet_v2_0.75_192_quant,label,0.10907044483860483
,,,nematode,4.4992094
,,,spotlight,4.253798
,,,match,4.0083866
,,,front curtain,3.7629752
,,,digital clock,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10565686575862589
,,,nematode,4.4992094
,,,spotlight,4.171994
,,,match,3.9265828
,,,front curtain,3.7629752
,,,digital clock,3.7629752
mobilenet_v2_0.75_192_quant,label,0.1067024969107422
,,,nematode,4.335602
,,,spotlight,4.171994
,,,match,3.9265828
,,,front curtain,3.7629752
,,,digital clock,3.6811714
mobilenet_v2_0.75_192_quant,label,0.10530389727188183
,,,nematode,4.335602
,,,spotlight,4.0083866
,,,match,3.9265828
,,,candle,3.7629752
,,,front curtain,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10983223843980007
,,,nematode,4.253798
,,,spotlight,4.0901904
,,,match,3.9265828
,,,front curtain,3.844779
,,,candle,3.7629752
mobilenet_v2_0.75_192_quant,label,0.1081212832960689
,,,nematode,4.4174056
,,,spotlight,4.253798
,,,match,4.0083866
,,,candle,3.7629752
,,,digital clock,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10629443591797418
,,,nematode,4.335602
,,,spotlight,4.0901904
,,,match,3.844779
,,,candle,3.7629752
,,,front curtain,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10505119083304659
,,,nematode,4.4174056
,,,spotlight,4.0901904
,,,match,4.0083866
,,,candle,3.844779
,,,front curtain,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10612950175670663
,,,nematode,4.335602
,,,spotlight,4.171994
,,,match,4.0083866
,,,digital clock,3.7629752
,,,candle,3.6811714
mobilenet_v2_0.75_192_quant,label,0.10915845853973787
,,,nematode,4.4174056
,,,spotlight,4.0083866
,,,match,3.9265828
,,,front curtain,3.844779
,,,candle,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10989771585330206
,,,nematode,4.4174056
,,,spotlight,4.0901904
,,,match,3.844779
,,,front curtain,3.7629752
,,,candle,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10272620164521087
,,,nematode,4.4174056
,,,spotlight,4.171994
,,,match,3.9265828
,,,candle,3.7629752
,,,front curtain,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10730560400151393
,,,nematode,4.335602
,,,spotlight,4.171994
,,,candle,3.844779
,,,match,3.844779
,,,front curtain,3.844779
mobilenet_v2_0.75_192_quant,label,0.10598982440552797
,,,nematode,4.335602
,,,spotlight,4.0901904
,,,match,3.9265828
,,,front curtain,3.7629752
,,,candle,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10986339184492049
,,,nematode,4.253798
,,,spotlight,4.171994
,,,match,3.844779
,,,candle,3.844779
,,,front curtain,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10510008038002029
,,,nematode,4.335602
,,,spotlight,4.171994
,,,match,4.0083866
,,,front curtain,3.844779
,,,candle,3.7629752
mobilenet_v2_0.75_192_quant,label,0.11099865262050171
,,,nematode,4.253798
,,,spotlight,4.0901904
,,,match,3.844779
,,,candle,3.7629752
,,,front curtain,3.6811714
mobilenet_v2_0.75_192_quant,label,0.10517431398903881
,,,nematode,4.253798
,,,spotlight,4.0901904
,,,match,3.9265828
,,,candle,3.7629752
,,,front curtain,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10696445237933645
,,,nematode,4.335602
,,,spotlight,4.253798
,,,match,4.0083866
,,,digital clock,3.7629752
,,,front curtain,3.7629752
mobilenet_v2_0.75_192_quant,label,0.1107957889599739
,,,nematode,4.171994
,,,spotlight,4.0901904
,,,match,3.9265828
,,,front curtain,3.7629752
,,,candle,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10709487504796308
,,,nematode,4.253798
,,,spotlight,4.0901904
,,,match,3.844779
,,,candle,3.7629752
,,,digital clock,3.5993676
mobilenet_v2_0.75_192_quant,label,0.10485494161213431
,,,nematode,4.335602
,,,spotlight,4.0901904
,,,match,3.9265828
,,,front curtain,3.844779
,,,candle,3.7629752
mobilenet_v2_0.75_192_quant,label,0.10236631884229738
,,,nematode,4.253798
,,,spotlight,4.0083866
,,,match,3.844779
,,,front curtain,3.6811714
,,,digital clock,3.6811714
mobilenet_v2_0.75_192_quant,label,0.10864313759118419
,,,nematode,4.253798
,,,spotlight,4.171994
,,,match,4.0083866
,,,candle,3.7629752
,,,digital clock,3.6811714
mobilenet_v2_0.75_192_quant,label,0.10607488383355379
,,,nematode,4.253798
,,,spotlight,4.0083866
,,,match,3.9265828
,,,front curtain,3.7629752
,,,candle,3.7629752
mobilenet_v2_0.5_96,label,0.01446532289018229
,,,digital clock,6.467065
,,,nematode,6.0474515
,,,spotlight,5.226866
,,,lampshade,4.9804835
,,,oscilloscope,4.8968616
mobilenet_v2_0.5_96,label,0.014498776072240026
,,,digital clock,6.473397
,,,nematode,6.105323
,,,spotlight,5.2332954
,,,lampshade,5.0241375
,,,oscilloscope,4.98724
mobilenet_v2_0.5_96,label,0.014335065846683186
,,,digital clock,6.455909
,,,nematode,6.1519494
,,,spotlight,5.207373
,,,oscilloscope,5.049444
,,,lampshade,5.016552
mobilenet_v2_0.5_96,label,0.013812456865481429
,,,digital clock,6.4924026
,,,nematode,6.129994
,,,spotlight,5.2596245
,,,oscilloscope,5.043117
,,,lampshade,5.031352
mobilenet_v2_0.5_96,label,0.01436016440079713
,,,digital clock,6.471425
,,,nematode,6.11561
,,,spotlight,5.2508335
,,,lampshade,5.0148134
,,,oscilloscope,4.995322
mobilenet_v2_0.5_96,label,0.014516969779090467
,,,digital clock,6.4757714
,,,nematode,6.139188
,,,spotlight,5.2054796
,,,oscilloscope,4.9952207
,,,lampshade,4.987912
mobilenet_v2_0.5_96,label,0.013906389310802729
,,,digital clock,6.4323783
,,,nematode,6.0562315
,,,spotlight,5.2289
,,,lampshade,5.021496
,,,oscilloscope,4.9832244
mobilenet_v2_0.5_96,label,0.013746274061544907
,,,digital clock,6.4370947
,,,nematode,6.0469003
,,,spotlight,5.2008967
,,,lampshade,4.996475
,,,oscilloscope,4.95903
mobilenet_v2_0.5_96,label,0.014060364260710168
,,,digital clock,6.4288855
,,,nematode,6.0659757
,,,spotlight,5.188021
,,,oscilloscope,5.0061016
,,,lampshade,4.9967794
mobilenet_v2_0.5_96,label,0.01471983424046934
,,,digital clock,6.4603906
,,,nematode,6.121237
,,,spotlight,5.218706
,,,oscilloscope,4.9989395
,,,lampshade,4.991809
mobilenet_v2_0.5_96,label,0.01434366157983757
,,,digital clock,6.466875
,,,nematode,6.1581035
,,,spotlight,5.260616
,,,oscilloscope,5.0565343
,,,lampshade,5.0469484
mobilenet_v2_0.5_96,label,0.01437964759910713
,,,digital clock,6.461101
,,,nematode,6.088285
,,,spotlight,5.232024
,,,lampshade,5.0101924
,,,oscilloscope,5.0004706
mobilenet_v2_0.5_96,label,0.014568773466146165
,,,digital clock,6.4654255
,,,nematode,6.1110787
,,,spotlight,5.2115183
,,,lampshade,5.0170774
,,,oscilloscope,5.0084596
mobilenet_v2_0.5_96,label,0.01434931421900801
,,,digital clock,6.487247
,,,nematode,6.141217
,,,spotlight,5.2503657
,,,lampshade,5.0230484
,,,oscilloscope,5.012411
mobilenet_v2_0.5_96,label,0.014495930335409085
,,,digital clock,6.4312716
,,,nematode,6.1037445
,,,spotlight,5.1996846
,,,oscilloscope,4.9976115
,,,lampshade,4.9798226
mobilenet_v2_0.5_96,label,0.014641979761697281
,,,digital clock,6.487001
,,,nematode,6.124513
,,,spotlight,5.221482
,,,oscilloscope,5.0277305
,,,lampshade,5.005405
mobilenet_v2_0.5_96,label,0.014805790396513646
,,,digital clock,6.458293
,,,nematode,6.100685
,,,spotlight,5.2161517
,,,lampshade,5.005574
,,,oscilloscope,4.983985
mobilenet_v2_0.5_96,label,0.014696189721031509
,,,digital clock,6.4529552
,,,nematode,6.114279
,,,spotlight,5.2159305
,,,oscilloscope,5.0193434
,,,lampshade,5.01747
mobilenet_v2_0.5_96,label,0.013939908823206674
,,,digital clock,6.4610925
,,,nematode,6.1038127
,,,spotlight,5.1822023
,,,oscilloscope,5.0356946
,,,lampshade,4.991046
mobilenet_v2_0.5_96,label,0.014005571892179188
,,,digital clock,6.4720244
,,,nematode,6.1357355
,,,spotlight,5.209638
,,,oscilloscope,5.0628996
,,,lampshade,4.9978466
mobilenet_v2_0.5_96,label,0.014083717149259484
,,,digital clock,6.4542384
,,,nematode,6.124373
,,,spotlight,5.209732
,,,oscilloscope,5.0430255
,,,lampshade,5.0254436
mobilenet_v2_0.5_96,label,0.014490361636786424
,,,digital clock,6.4696846
,,,nematode,6.084491
,,,spotlight,5.2704453
,,,lampshade,5.0266333
,,,oscilloscope,4.9500237
