ModelName,Label,InferenceTime,Recognition,Accuracy
,,,spotlight,4.733801
,,,match,4.3034554
,,,digital clock,4.0165586
,,,jack-o'-lantern,4.0165586
mobilenet_v1_0.5_128_quant,label,0.030724346596587182
,,,nematode,5.020698
,,,spotlight,4.5903525
,,,match,4.3034554
,,,jack-o'-lantern,4.0165586
,,,digital clock,4.0165586
mobilenet_v1_0.5_128_quant,label,0.030394037704509155
,,,nematode,5.020698
,,,spotlight,4.5903525
,,,match,4.160007
,,,digital clock,4.0165586
,,,jack-o'-lantern,4.0165586
mobilenet_v1_0.5_128_quant,label,0.030275522987056283
,,,nematode,5.020698
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,digital clock,4.0165586
mobilenet_v1_0.5_128_quant,label,0.029881672540433647
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,digital clock,3.87311
mobilenet_v1_0.5_128_quant,label,0.029869939116951898
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,lampshade,3.87311
mobilenet_v1_0.5_128_quant,label,0.030933765116539762
,,,nematode,5.020698
,,,spotlight,4.5903525
,,,match,4.3034554
,,,digital clock,4.0165586
,,,jack-o'-lantern,4.0165586
mobilenet_v1_0.5_128_quant,label,0.030727905692004814
,,,nematode,5.020698
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,digital clock,3.87311
mobilenet_v1_0.5_128_quant,label,0.03140310363626192
,,,nematode,5.020698
,,,spotlight,4.5903525
,,,match,4.3034554
,,,jack-o'-lantern,4.0165586
,,,digital clock,4.0165586
mobilenet_v1_0.5_128_quant,label,0.031006161841856245
,,,nematode,5.020698
,,,spotlight,4.5903525
,,,match,4.160007
,,,digital clock,4.0165586
,,,jack-o'-lantern,4.0165586
mobilenet_v1_0.25_160,label,0.011355371025648561
,,,nematode,5.1729846
,,,match,4.457855
,,,digital clock,4.106319
,,,spotlight,4.0119543
,,,jack-o'-lantern,3.9258459
mobilenet_v1_0.25_160,label,0.01089822488452994
,,,nematode,5.18361
,,,match,4.4568534
,,,digital clock,4.101834
,,,spotlight,4.0006666
,,,jack-o'-lantern,3.9285252
mobilenet_v1_0.25_160,label,0.011218850854525078
,,,nematode,5.158434
,,,match,4.4626946
,,,digital clock,4.1155324
,,,spotlight,4.002861
,,,jack-o'-lantern,3.940931
mobilenet_v1_0.25_160,label,0.010780756914977548
,,,nematode,5.1338925
,,,match,4.443241
,,,digital clock,4.092359
,,,spotlight,4.003294
,,,jack-o'-lantern,3.9277914
mobilenet_v1_0.25_160,label,0.010784803513296349
,,,nematode,5.153272
,,,match,4.4549937
,,,digital clock,4.087425
,,,spotlight,3.9789538
,,,jack-o'-lantern,3.9254987
mobilenet_v1_0.25_160,label,0.011072093191489989
,,,nematode,5.163416
,,,match,4.4564834
,,,digital clock,4.10701
,,,spotlight,4.0105987
,,,jack-o'-lantern,3.9341967
mobilenet_v1_0.25_160,label,0.011296420092457998
,,,nematode,5.133696
,,,match,4.452445
,,,digital clock,4.08858
,,,spotlight,3.9867086
,,,jack-o'-lantern,3.9322617
mobilenet_v1_0.25_160,label,0.011074762850102097
,,,nematode,5.1366024
,,,match,4.4278884
,,,digital clock,4.0805764
,,,spotlight,3.9786835
,,,jack-o'-lantern,3.9136155
mobilenet_v1_0.25_160,label,0.011207235914097504
,,,nematode,5.1726356
,,,match,4.465993
,,,digital clock,4.110535
,,,spotlight,4.000505
,,,jack-o'-lantern,3.9367354
mobilenet_v1_0.25_160,label,0.011311195604551304
,,,nematode,5.1571445
,,,match,4.4462276
,,,digital clock,4.0908766
,,,spotlight,3.9999294
,,,jack-o'-lantern,3.9308841
mobilenet_v1_0.25_160,label,0.011202168892059031
,,,nematode,5.164126
,,,match,4.4659705
,,,digital clock,4.1284447
,,,spotlight,4.0135927
,,,jack-o'-lantern,3.9485252
mobilenet_v1_0.25_160,label,0.010930319764581881
,,,nematode,5.161023
,,,match,4.454433
,,,digital clock,4.0983076
,,,spotlight,4.003308
,,,jack-o'-lantern,3.924361
mobilenet_v1_0.25_160,label,0.011388074390205994
,,,nematode,5.1741996
,,,match,4.4495425
,,,digital clock,4.0955677
,,,spotlight,3.9927053
,,,jack-o'-lantern,3.9252126
mobilenet_v1_0.25_160,label,0.010924538413631828
,,,nematode,5.1717057
,,,match,4.472616
,,,digital clock,4.118219
,,,spotlight,4.0050397
,,,jack-o'-lantern,3.9426568
mobilenet_v1_0.25_160,label,0.011414723704965529
,,,nematode,5.188522
,,,match,4.4610705
,,,digital clock,4.121268
,,,spotlight,4.004252
,,,jack-o'-lantern,3.943415
mobilenet_v1_0.25_160,label,0.010898735654906344
,,,nematode,5.138467
,,,match,4.446715
,,,digital clock,4.0888658
,,,spotlight,3.9949064
,,,jack-o'-lantern,3.9244063
mobilenet_v1_0.25_160,label,0.011310887708505633
,,,nematode,5.179192
,,,match,4.453774
,,,digital clock,4.098921
,,,spotlight,3.9833121
,,,jack-o'-lantern,3.9287674
mobilenet_v1_0.25_160,label,0.011095759409083448
,,,nematode,5.122794
,,,match,4.438748
,,,digital clock,4.084252
,,,spotlight,3.9926944
,,,jack-o'-lantern,3.9298084
mobilenet_v1_0.25_160,label,0.011076158991747945
,,,nematode,5.1818857
,,,match,4.4642334
,,,digital clock,4.1247025
,,,spotlight,4.0096903
,,,jack-o'-lantern,3.951492
mobilenet_v1_0.25_160,label,0.01083211168163961
,,,nematode,5.1622987
,,,match,4.4484167
,,,digital clock,4.100744
,,,spotlight,3.998065
,,,jack-o'-lantern,3.9223878
mobilenet_v1_0.25_160,label,0.011368229367818821
,,,nematode,5.137447
,,,match,4.4633646
,,,digital clock,4.0989594
,,,spotlight,4.014108
,,,jack-o'-lantern,3.9260075
mobilenet_v1_0.25_160,label,0.010893685173734152
,,,nematode,5.120591
,,,match,4.441742
,,,digital clock,4.0875697
,,,spotlight,4.0070987
,,,jack-o'-lantern,3.9367344
mobilenet_v1_0.25_160,label,0.01109531433569324
,,,nematode,5.1518135
,,,match,4.44585
,,,digital clock,4.0959215
,,,spotlight,3.994545
,,,jack-o'-lantern,3.9186475
mobilenet_v1_0.25_160,label,0.011285407805959602
,,,nematode,5.1625447
,,,match,4.448888
,,,digital clock,4.103618
,,,spotlight,4.001497
,,,jack-o'-lantern,3.922928
mobilenet_v1_0.25_160,label,0.011235248411343825
,,,nematode,5.151108
,,,match,4.4437304
,,,digital clock,4.0985603
,,,spotlight,4.0001016
,,,jack-o'-lantern,3.9343092
mobilenet_v1_0.25_160,label,0.010722951579875227
,,,nematode,5.15351
,,,match,4.4641705
,,,digital clock,4.099186
,,,spotlight,4.0102296
,,,jack-o'-lantern,3.9217618
mobilenet_v1_0.25_160,label,0.01117329421823273
,,,nematode,5.1731815
,,,match,4.4649897
,,,digital clock,4.123819
,,,spotlight,3.9970598
,,,jack-o'-lantern,3.9557173
mobilenet_v1_0.25_160,label,0.010632075513113123
,,,nematode,5.1691265
,,,match,4.4481535
,,,digital clock,4.0905886
,,,spotlight,3.9821672
,,,jack-o'-lantern,3.931834
mobilenet_v1_0.25_160,label,0.010833054521029834
,,,nematode,5.1639624
,,,match,4.4695706
,,,digital clock,4.124097
,,,spotlight,4.003738
,,,jack-o'-lantern,3.947355
mobilenet_v1_0.25_160,label,0.011266278772134907
,,,nematode,5.1570764
,,,match,4.445427
,,,digital clock,4.0916233
,,,spotlight,3.9915085
,,,jack-o'-lantern,3.9338834
mobilenet_v1_0.25_160,label,0.010921048803496241
,,,nematode,5.151744
,,,match,4.4423447
,,,digital clock,4.1084523
,,,spotlight,4.0076566
,,,jack-o'-lantern,3.9309762
mobilenet_v1_0.25_160,label,0.010724635140367507
,,,nematode,5.1544156
,,,match,4.4440475
,,,digital clock,4.087427
,,,spotlight,3.9881868
,,,jack-o'-lantern,3.9115794
mobilenet_v1_0.5_192,label,0.04501392564545363
,,,nematode,4.864546
,,,match,4.768903
,,,digital clock,4.2724767
,,,spotlight,3.970658
,,,jack-o'-lantern,3.5764196
mobilenet_v1_0.5_192,label,0.04345115687142463
,,,nematode,4.842315
,,,match,4.799914
,,,digital clock,4.331133
,,,spotlight,4.034928
,,,jack-o'-lantern,3.5857105
mobilenet_v1_0.5_192,label,0.04409936309343115
,,,nematode,4.845301
,,,match,4.7625813
,,,digital clock,4.2812343
,,,spotlight,3.9761484
,,,jack-o'-lantern,3.5376933
mobilenet_v1_0.5_192,label,0.04340317195346403
,,,nematode,4.9136286
,,,match,4.7598734
,,,digital clock,4.3141274
,,,spotlight,3.9874752
,,,jack-o'-lantern,3.5250905
mobilenet_v1_0.5_192,label,0.041917450038096354
,,,nematode,4.8931546
,,,match,4.7445874
,,,digital clock,4.3113303
,,,spotlight,3.9889228
,,,jack-o'-lantern,3.5740817
mobilenet_v1_0.5_192,label,0.04265243250372266
,,,nematode,4.8922834
,,,match,4.7224307
,,,digital clock,4.297439
,,,spotlight,3.9828227
,,,jack-o'-lantern,3.590574
mobilenet_v1_0.5_192,label,0.04289329621846077
,,,nematode,4.9266386
,,,match,4.792163
,,,digital clock,4.332209
,,,spotlight,3.990846
,,,jack-o'-lantern,3.5494614
mobilenet_v1_0.5_192,label,0.043527469476874976
,,,nematode,4.9283304
,,,match,4.8039727
,,,digital clock,4.319843
,,,spotlight,3.957246
,,,jack-o'-lantern,3.564646
mobilenet_v1_0.5_192,label,0.041926913167312625
,,,nematode,4.8247633
,,,match,4.734898
,,,digital clock,4.3153367
,,,spotlight,3.9940622
,,,jack-o'-lantern,3.5895028
mobilenet_v1_0.5_192,label,0.042524088581346264
,,,nematode,4.9241943
,,,match,4.7510667
,,,digital clock,4.2935004
,,,spotlight,3.9501367
,,,jack-o'-lantern,3.5777798
mobilenet_v1_0.5_192,label,0.04212450358602698
,,,nematode,4.8737316
,,,match,4.789639
,,,digital clock,4.2981544
,,,spotlight,4.0111365
,,,lampshade,3.5810986
mobilenet_v1_0.5_192,label,0.04149425499747158
,,,nematode,4.9169645
,,,match,4.8143244
,,,digital clock,4.319363
,,,spotlight,3.9952648
,,,jack-o'-lantern,3.5594707
mobilenet_v1_0.5_192,label,0.04395396209668956
,,,nematode,4.918071
,,,match,4.7865124
,,,digital clock,4.305411
,,,spotlight,4.004834
,,,jack-o'-lantern,3.5956347
mobilenet_v1_0.5_192,label,0.04354537096738301
,,,nematode,4.8741636
,,,match,4.7098145
,,,digital clock,4.2593417
,,,spotlight,3.94846
,,,jack-o'-lantern,3.5408688
mobilenet_v1_0.5_192,label,0.04362399124902839
,,,nematode,4.798852
,,,match,4.7365847
,,,digital clock,4.2874584
,,,spotlight,4.000269
,,,jack-o'-lantern,3.5721226
mobilenet_v1_0.5_192,label,0.042943488729376825
,,,nematode,4.9660172
,,,match,4.768258
,,,digital clock,4.3145533
,,,spotlight,3.9548018
,,,jack-o'-lantern,3.5703108
mobilenet_v1_0.5_192,label,0.04233621334423291
,,,nematode,4.8971815
,,,match,4.75143
,,,digital clock,4.313123
,,,spotlight,3.9713
,,,jack-o'-lantern,3.5670342
mobilenet_v1_0.5_192,label,0.043685077203225835
,,,nematode,4.9093904
,,,match,4.7625976
,,,digital clock,4.3126793
,,,spotlight,3.9091773
,,,jack-o'-lantern,3.5570219
mobilenet_v1_0.5_192,label,0.042093859878945684
,,,nematode,4.8978014
,,,match,4.74068
,,,digital clock,4.31488
,,,spotlight,3.9874823
,,,jack-o'-lantern,3.5644665
mobilenet_v1_0.5_192,label,0.04435223109484448
,,,nematode,4.940298
,,,match,4.812742
,,,digital clock,4.295562
,,,spotlight,4.0179453
,,,jack-o'-lantern,3.5924518
mobilenet_v1_0.5_192,label,0.04304119644610401
,,,nematode,4.870282
,,,match,4.721606
,,,digital clock,4.2607555
,,,spotlight,3.9500775
,,,jack-o'-lantern,3.53521
mobilenet_v1_0.5_192,label,0.04238991782898383
,,,nematode,4.9335184
,,,match,4.8017616
,,,digital clock,4.297761
,,,spotlight,3.9876688
,,,jack-o'-lantern,3.5654025
mobilenet_v1_0.5_192,label,0.043805557762803045
,,,nematode,4.879604
,,,match,4.7300253
,,,digital clock,4.2809634
,,,spotlight,3.9406328
,,,jack-o'-lantern,3.5519533
mobilenet_v1_0.5_192,label,0.04198739708061241
,,,nematode,4.8865404
,,,match,4.7865267
,,,digital clock,4.335349
,,,spotlight,4.008446
,,,jack-o'-lantern,3.560087
mobilenet_v1_0.5_192,label,0.04169209850382462
,,,nematode,4.8917494
,,,match,4.809534
,,,digital clock,4.339418
,,,spotlight,3.9747965
,,,jellyfish,3.5569704
mobilenet_v1_0.5_192,label,0.042161275037930775
,,,nematode,4.902114
,,,match,4.756428
,,,digital clock,4.3228264
,,,spotlight,3.94089
,,,jack-o'-lantern,3.5552275
mobilenet_v1_0.5_192,label,0.045103918120816267
,,,nematode,4.95238
,,,match,4.828226
,,,digital clock,4.3378463
,,,spotlight,4.03607
,,,jack-o'-lantern,3.5882564
mobilenet_v1_0.5_192,label,0.043047008686416637
,,,nematode,4.9097557
,,,match,4.7944064
,,,digital clock,4.3096843
,,,spotlight,4.0094967
,,,jack-o'-lantern,3.5811238
mobilenet_v1_0.5_192,label,0.04394731419263585
,,,nematode,4.929087
,,,match,4.7788305
,,,digital clock,4.29872
,,,spotlight,3.9845722
,,,jack-o'-lantern,3.5765467
mobilenet_v1_0.5_192,label,0.04528559240104352
,,,nematode,4.8362064
,,,match,4.661874
,,,digital clock,4.2436414
,,,spotlight,3.9158509
,,,jack-o'-lantern,3.5451212
mobilenet_v1_0.5_192,label,0.04406095156005026
,,,nematode,4.9270897
,,,match,4.8215513
,,,digital clock,4.311233
,,,spotlight,3.9703434
,,,jack-o'-lantern,3.5544991
mobilenet_v1_0.5_192,label,0.044254066752317196
,,,nematode,4.930978
,,,match,4.8527546
,,,digital clock,4.3440957
,,,spotlight,4.005863
,,,jack-o'-lantern,3.5648344
mobilenet_v1_0.5_224_quant,label,0.07667098889654217
,,,match,5.0471683
,,,nematode,4.741279
,,,lampshade,4.5883346
,,,digital clock,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.0768749143244963
,,,match,4.8942237
,,,nematode,4.741279
,,,lampshade,4.5883346
,,,digital clock,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07677604808807967
,,,match,4.8942237
,,,nematode,4.741279
,,,digital clock,4.5883346
,,,spotlight,4.5883346
,,,lampshade,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07613578402348593
,,,match,4.8942237
,,,nematode,4.741279
,,,digital clock,4.5883346
,,,spotlight,4.5883346
,,,lampshade,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07811310561858896
,,,match,4.8942237
,,,nematode,4.741279
,,,digital clock,4.5883346
,,,lampshade,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07840138261252057
,,,match,5.0471683
,,,nematode,4.741279
,,,spotlight,4.5883346
,,,digital clock,4.5883346
,,,lampshade,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07987872854040913
,,,match,5.0471683
,,,nematode,4.741279
,,,lampshade,4.741279
,,,digital clock,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07590929521898215
,,,match,4.8942237
,,,nematode,4.741279
,,,digital clock,4.5883346
,,,spotlight,4.5883346
,,,lampshade,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07771243650562318
,,,match,4.8942237
,,,nematode,4.741279
,,,digital clock,4.5883346
,,,lampshade,4.4353905
,,,spotlight,4.4353905
mobilenet_v1_0.5_224_quant,label,0.07769391162043172
,,,match,4.8942237
,,,nematode,4.741279
,,,lampshade,4.5883346
,,,digital clock,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07997076860885934
,,,match,4.8942237
,,,nematode,4.8942237
,,,digital clock,4.5883346
,,,lampshade,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07631894224980768
,,,match,4.8942237
,,,nematode,4.741279
,,,spotlight,4.5883346
,,,digital clock,4.5883346
,,,lampshade,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07724301084661675
,,,match,4.8942237
,,,nematode,4.741279
,,,lampshade,4.5883346
,,,spotlight,4.5883346
,,,digital clock,4.5883346
mobilenet_v1_0.5_224_quant,label,0.0759922151547584
,,,match,4.8942237
,,,nematode,4.741279
,,,lampshade,4.5883346
,,,digital clock,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07752146246210097
,,,match,5.0471683
,,,nematode,4.8942237
,,,lampshade,4.741279
,,,spotlight,4.741279
,,,digital clock,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07690946733633738
,,,match,4.8942237
,,,nematode,4.741279
,,,digital clock,4.5883346
,,,spotlight,4.5883346
,,,lampshade,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07898890002142538
,,,nematode,4.8942237
,,,match,4.8942237
,,,digital clock,4.5883346
,,,lampshade,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07740279823014115
,,,match,4.8942237
,,,nematode,4.741279
,,,lampshade,4.5883346
,,,digital clock,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07719843797015873
,,,match,4.8942237
,,,nematode,4.8942237
,,,digital clock,4.5883346
,,,spotlight,4.5883346
,,,lampshade,4.5883346
mobilenet_v1_0.5_224_quant,label,0.0807705545136877
,,,match,5.0471683
,,,nematode,4.741279
,,,digital clock,4.5883346
,,,lampshade,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07654564376005404
,,,match,4.8942237
,,,nematode,4.741279
,,,spotlight,4.5883346
,,,digital clock,4.5883346
,,,lampshade,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07487574584126418
,,,match,5.0471683
,,,spotlight,4.741279
,,,nematode,4.741279
,,,lampshade,4.5883346
,,,digital clock,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07449267921578455
,,,match,5.0471683
,,,nematode,4.741279
,,,digital clock,4.5883346
,,,lampshade,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07406560198227938
,,,match,5.0471683
,,,lampshade,4.741279
,,,spotlight,4.741279
,,,nematode,4.741279
,,,digital clock,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07775152424083545
,,,match,5.0471683
,,,nematode,4.8942237
,,,lampshade,4.741279
,,,digital clock,4.741279
,,,spotlight,4.741279
mobilenet_v1_0.5_224_quant,label,0.0769141065469373
,,,match,5.0471683
,,,nematode,4.741279
,,,lampshade,4.741279
,,,digital clock,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07482215910991888
,,,match,4.8942237
,,,nematode,4.741279
,,,digital clock,4.5883346
,,,spotlight,4.5883346
,,,lampshade,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07742981774881359
,,,match,5.0471683
,,,nematode,4.8942237
,,,digital clock,4.5883346
,,,spotlight,4.5883346
,,,lampshade,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07464815519559916
,,,match,4.8942237
,,,nematode,4.741279
,,,lampshade,4.5883346
,,,digital clock,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.07357985556147004
,,,match,4.8942237
,,,nematode,4.741279
,,,spotlight,4.5883346
,,,digital clock,4.5883346
,,,lampshade,4.4353905
mobilenet_v1_0.5_224_quant,label,0.07687847694076172
,,,match,5.0471683
,,,nematode,4.741279
,,,lampshade,4.5883346
,,,digital clock,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.5_224_quant,label,0.0771835229887531
,,,match,5.0471683
,,,nematode,4.741279
,,,lampshade,4.741279
,,,digital clock,4.5883346
,,,spotlight,4.5883346
mobilenet_v1_0.75_128_quant,label,0.05708750637817617
,,,match,5.5525565
,,,nematode,4.95228
,,,digital clock,4.802211
,,,lighter,4.3520036
,,,jack-o'-lantern,4.201935
mobilenet_v1_0.75_128_quant,label,0.054957981777508054
,,,match,5.5525565
,,,nematode,4.95228
,,,digital clock,4.802211
,,,lighter,4.201935
,,,front curtain,4.0518656
mobilenet_v1_0.75_128_quant,label,0.05651506060622791
,,,match,5.5525565
,,,nematode,4.802211
,,,digital clock,4.802211
,,,lighter,4.201935
,,,spotlight,4.0518656
mobilenet_v1_0.75_128_quant,label,0.056801024848974355
,,,match,5.5525565
,,,nematode,4.95228
,,,digital clock,4.802211
,,,lighter,4.3520036
,,,jack-o'-lantern,4.0518656
mobilenet_v1_0.75_128_quant,label,0.056551284943751404
,,,match,5.5525565
,,,nematode,4.95228
,,,digital clock,4.802211
,,,lighter,4.201935
,,,jack-o'-lantern,4.0518656
mobilenet_v1_0.75_128_quant,label,0.05740899313294995
,,,match,5.5525565
,,,nematode,4.95228
,,,digital clock,4.802211
,,,lighter,4.201935
,,,candle,4.0518656
mobilenet_v1_0.75_128_quant,label,0.05930925259530475
,,,match,5.5525565
,,,digital clock,4.802211
,,,nematode,4.802211
,,,lighter,4.3520036
,,,candle,4.0518656
mobilenet_v1_0.75_128_quant,label,0.058570653046665866
,,,match,5.5525565
,,,nematode,4.95228
,,,digital clock,4.802211
,,,lighter,4.3520036
,,,candle,4.0518656
mobilenet_v1_0.75_128_quant,label,0.05674751341983303
,,,match,5.5525565
,,,nematode,4.95228
,,,digital clock,4.802211
,,,lighter,4.201935
,,,candle,4.0518656
mobilenet_v1_0.75_128_quant,label,0.059001716979736434
,,,match,5.5525565
,,,nematode,4.95228
,,,digital clock,4.802211
,,,lighter,4.3520036
,,,candle,4.0518656
mobilenet_v1_0.75_128_quant,label,0.05718751753440234
,,,match,5.5525565
,,,nematode,4.95228
,,,digital clock,4.802211
,,,lighter,4.201935
,,,candle,4.0518656
mobilenet_v1_0.75_128_quant,label,0.057772957780830254
,,,match,5.5525565
,,,nematode,4.802211
,,,digital clock,4.802211
,,,lighter,4.201935
,,,jack-o'-lantern,4.0518656
mobilenet_v1_0.75_128_quant,label,0.055840562844503505
,,,match,5.5525565
,,,nematode,4.95228
,,,digital clock,4.802211
,,,lighter,4.3520036
,,,jack-o'-lantern,4.0518656
mobilenet_v1_0.75_128_quant,label,0.05607529709944448
,,,match,5.5525565
,,,nematode,4.802211
,,,digital clock,4.802211
,,,lighter,4.201935
,,,jack-o'-lantern,4.0518656
mobilenet_v1_0.75_128_quant,label,0.057377976246592265
,,,match,5.5525565
,,,nematode,4.802211
,,,digital clock,4.802211
,,,lighter,4.3520036
,,,jack-o'-lantern,4.0518656
mobilenet_v1_0.75_128_quant,label,0.05451480965880952
,,,match,5.5525565
,,,digital clock,4.802211
,,,nematode,4.802211
,,,lighter,4.201935
,,,spotlight,4.0518656
mobilenet_v1_0.75_128_quant,label,0.05460186342386551
,,,match,5.5525565
,,,digital clock,4.802211
,,,nematode,4.802211
,,,lighter,4.201935
,,,spotlight,4.0518656
mobilenet_v1_0.75_128_quant,label,0.05538869663672399
,,,match,5.5525565
,,,nematode,4.95228
,,,digital clock,4.802211
,,,lighter,4.201935
,,,jack-o'-lantern,4.0518656
mobilenet_v1_0.75_128_quant,label,0.05748875704362989
,,,match,5.5525565
